payment_id,PaymentID,order_id,OrderID,customer_id,CustomerID,payment_date,PaymentDate,amount,Amount_USD,currency,Currency,payment_method,PaymentMethod,transaction_id,TransactionID,status,PaymentStatus,gateway,Gateway,card_last4,CardLast4,bank_name,BankName,refund_amount,RefundAmount,refund_date,RefundDate,is_fraud,IsFraud,fraud_score,FraudScore,processing_fee,ProcessingFee,net_amount,NetAmount,billing_country,BillingCountry,notes,tmp_pay
PAY00003865,PAY00003865,ORD0000526,ORD0000526,CUST001112,CUST001112,03-03-2022,10/23/2021,17278.19 USD,3580.48,INR,USD,crypto,ACH,TXNP8J1E1FI33G7,TXN1756303896,pending,Completed,Braintree,Square,2023,6275,Barclays,Chase,0,0,,,False,False,0.1851,0.1851,£25.96,40.6,€18547.42,10503.63,usa,GB,,
PAY00003866,PAY00003866,ORD0004119,ORD0004119,CUST001587,CUST001587,04/14/2021,2020-04-04,44789.27 USD,€43155.21,$,USD,null,PayPal,TXNHA1UCTX306SF,TXN0907103144,COMPLETED,Completed,Adyen,Square,9851,7597,Wells Fargo,BofA,0,0,,,No,No,0.4248,0.4248,91.57,£92.88,USD 41297.16,,US,FR,∑ special,
PAY00003867,PAY00003867,ORD0001940,ORD0001940,CUST001572,CUST001572,2020-03-11,null,$12849.19,USD 40242.55,null,EUR,PayPal,Wire,TXNWRJS1KOC5J2Y,TXN0288443416,chargeback,Failed,Adyen,,9579,2549,HSBC,BofA,"$11,368.31",€11075.56,10/10/2021,2021-10-10,0,0,0.5789,0.5789,$27.11,99.34,46412.62,48980.88,US,NaN,Manual review,NaN
PAY00003868,PAY00003868,ORD0000836,ORD0000836,CUST001300,CUST001300,09/29/2022,2020-11-10,43577.74,49682.17,INR,EUR,credit_card,ACH,TXNUKCGEK8S8X4I,TXN2529504175,Pending,Failed,Adyen,Square,2354,1563,Chase,Wells Fargo,0,0,,,False,False,,0.0428,£81.48,34.8 USD,32463.24,34942.72,U.S.A,DE,<b>note</b>,
PAY00003869,PAY00003869,ORD0000280,ORD0000280,CUST001485,CUST001485,N/A,2020/12/20,-5446,€6441.1,GBP,USD,credit_card,PayPal,TXNL1OF0VVYWHRC,TXN0802007958,Refunded,Completed,Braintree,Square,1994,6809,,BofA,0,0,,,No,No,0.3668,0.3668,20.02,24.54,48845.62,£36532.67,U.S.A,FR,,
PAY00003870,PAY00003870,ORD0002100,ORD0002100,CUST000153,CUST000153,null,"December 25, 2023",USD 37351.51,£22143.53,€,GBP,PayPal,PayPal,TXN7MYKXTX8C1X2,TXN3309816234,Failed,Pending,Authorize.net,Square,2131,,NULL,BofA,0,0,,,False,False,0.203,0.203,£70.85,73.17,37083.06,49188.95,USA,GB,∑ special,
PAY00003871,PAY00003871,ORD0004459,ORD0004459,CUST000358,CUST000358,17-06-2020,2022-05-05,49514.03,$9807.56,usd,EUR,paypal,Wire,TXNK94PV041BVWV,TXN4069341688,pending,Refunded,stripe,PayPal,5043,,BofA,Wells Fargo,1307.01,£2661.38,2020-04-01,2020-04-01,false,false,NULL,0.2362,$1.63,€75.99,€47804.33,47526.49,US,JP,,
PAY00003872,PAY00003872,ORD9172551,ORD9172551,CUST001238,CUST001238,10/30/2022,12/14/2020,£26889.58,£3342.24,JPY,EUR,ACH,ACH,TXNA2VVO8U0J1U0,TXN4178367337,Pending,Pending,Authorize.net,Stripe,7776,8241,HSBC,Wells Fargo,0,0,,,false,false,0.1556,0.1556,55.94,$70.89,£16743.54,43347.15,usa,GB,Auto-processed,
PAY00003873,PAY00003873,ORD0004358,ORD0004358,CUST000140,CUST000140,2023-08-06,08/26/2021,"$44,375.08",-5369,JPY,EUR,PayPal,PayPal,TXNQ7XBNPOM1EXF,TXN6878836575,NULL,Refunded,PayPal,null,1764,6779,N/A,Wells Fargo,0,NULL,,,false,false,0.9281,0.9281,$55.70,USD 88.44,7848.17,€20703.4,USA,FR,,
PAY00003874,PAY00003874,ORD0002029,ORD0002029,CUST000705,CUST000705,050621,01-08-2022,21579.24,$15493.49,€,EUR,cash,Credit Card,TXN5YK9G7KLDFOE,TXN5702528983,refunded,Completed,stripe,Square,5749,3685,HSBC,Wells Fargo,NULL,30148.68,11/22/2022,2022-11-22,NaN,False,N/A,0.3374,$51.46,94.55,€45485.73,USD 8737.71,U.S.A,GB,,
PAY00003875,PAY00003875,ORD0000890,ORD0000890,CUST001370,CUST001370,2020-07-18,"January 09, 2022","$43,738.69",€14497.7,null,GBP,wire,PayPal,TXNVD6EGHCWUO80,TXN6090145203,completed,Pending,Adyen,Square,6000,6497,Wells Fargo,BofA,0,0,,,NULL,No,0.9856,0.9856,NaN,98.24,$11610.14,10802.37,usa,JP,Auto-processed,
PAY00003876,PAY00003876,ORD0000091,ORD0000091,CUST000925,CUST000925,"January 04, 2021",13-01-2022,,38274.77,$,EUR,debit,Wire,TXNSIRNZ548J2K9,TXN0769713050,COMPLETED,Completed,Manual,Stripe,1356,2182,HSBC,Wells Fargo,0,0,,,No,No,0.2418,NULL,,28.26,40182.08 USD,USD 5352.58,United States of America,DE,∑ special,
PAY00003877,PAY00003877,ORD0001179,ORD0001179,CUST000016,CUST000016,260620,07-12-2021,3581.18,$40151.74,usd,GBP,cash,Wire,TXNVK9G58HCWI7I,TXN2281374991,,null,Braintree,Square,1273,9816,,Chase,NULL,0,,,False,False,null,0.4208,89.46,81.05,47315.79,"$11,287.26",United States,GB,∑ special,
PAY00003878,PAY00003878,ORD0000920,ORD0000920,CUST000795,CUST000795,281021,2022-02-06,USD 18263.62,TBD,JPY,EUR,crypto,PayPal,TXN1T90CUXZ2B9M,TXN6872376713,COMPLETED,Failed,Manual,Stripe,1771,8833,BofA,Chase,0,0,,,No,No,0.2267,0.2267,USD 5.01,€58.31,"$49,198.61",USD 15291.3,United States,GB,Flagged,
PAY00003879,PAY00003879,ORD0000174,ORD0000174,CUST000782,CUST000782,"June 29, 2020","December 06, 2023",$48885.97,£27665.96,€,USD,cash,ACH,TXNKTSI34J6W2BE,TXN4307735594,refunded,Refunded,Stripe,Square,2230,9933,HSBC,Chase,0,0,,,No,No,0.0044,0.0044,$5.67,USD 74.86,40463.71,"$9,627.89",U.S.A,FR,,
PAY00003880,PAY00003880,ORD0003897,ORD0003897,CUST000045,CUST000045,NaN,2020/06/28,€35494.56,"$34,039.50",GBP,EUR,Credit Card,ACH,TXNCTRVTOP0XFLS,TXN7679684250,COMPLETED,NaN,Manual,PayPal,7533,6942,Chase,BofA,$1823.35,USD 1020.08,2020-07-22,2020-07-22,No,No,0.0907,0.0907,£39.78,41.93,€15324.51,32675.66,USA,FR,,
PAY00003881,PAY00003881,ORD0002578,ORD0002578,CUST000414,CUST000414,07/17/2022,2020-01-24,USD 19363.41,37197.11 USD,JPY,EUR,debit,PayPal,TXNVZU0AFTUV5F8,TXN6320109000,failed,Refunded,Adyen,Stripe,4992,9722,Chase,Chase,0,0,,,false,false,0.252,0.252,£35.64,$73.46,21567.13,$41827.3,U.S.A,US,Manual review,
PAY00003882,PAY00003882,ORD0004727,ORD0004727,CUST000542,CUST000542,240722,"August 23, 2020",€16605.59,10345.81,USD,EUR,Credit Card,Credit Card,TXNUE3OEFPP23FR,TXN7678105098,Completed,Refunded,Square,Square,NULL,5138,Wells Fargo,BofA,0,0,,,False,False,0.219,0.219,£73.15,$74.77,"$25,752.02",USD 22828.43,United States,US,<b>note</b>,
PAY00003883,PAY00003883,ORD0000486,null,CUST000737,CUST000737,2023-07-06,2023/10/26,$12606.64,"$17,625.68",JPY,EUR,ACH,Wire,TXNOJ9M5NHHPZ4C,TXN0354778045,chargeback,Completed,STRIPE,NaN,9433,6470,BofA,BofA,N/A,0,,,0,0,0.2074,0.2074,USD 83.07,USD 98.64,€12998.57,20381.17 USD,,GB,∑ special,
PAY00003884,PAY00003884,ORD0004185,ORD0004185,NaN,CUST001248,2021/08/31,2020-10-14,33012.15,£28103.36,usd,EUR,debit,Credit Card,TXNFKR6ML0LCKEK,TXN5614485126,refunded,Failed,PayPal,PayPal,5254,7424,Citi,Wells Fargo,0,0,,,true,true,0.6623,0.6623,93.28,£10.85,$28491.67,USD 46937.51,United States,FR,<b>note</b>,NaN
PAY00003885,PAY00003885,ORD9102259,null,CUST001667,CUST001667,2021-12-09,"January 21, 2023",USD 35631.03,21498.61 USD,NULL,USD,crypto,ACH,TXNLSK5M3D9GH0K,TXN8257920574,failed,Pending,Manual,PayPal,****,5183,HSBC,BofA,0,0,,,False,False,0.3989,0.3989,23.21,NULL,30416.66,48279.83,USA,US,∑ special,N/A
PAY00003886,PAY00003886,ORD0004202,ORD0004202,CUST001950,CUST001950,,2022/10/06,$33513.02,€17457.55,EUR,GBP,credit_card,Credit Card,TXNDKD3W3KIF0HG,,failed,Completed,Adyen,Stripe,1840,3058,BofA,Chase,6354.73 USD,,02/08/2021,NULL,False,False,0.9862,null,80.24,€45.49,USD 31868.71,19204.32,NULL,US,Auto-processed,
PAY00003887,PAY00003887,ORD0003104,ORD0003104,CUST000314,CUST000314,"August 19, 2021",2022/04/25,35359.26,£31091.54,INR,GBP,PayPal,Credit Card,TXNAI6117BRZTD3,TXN8617663114,N/A,Refunded,Manual,Square,1837,9218,Barclays,Chase,0,0,,,False,False,0.5588,0.5588,£46.63,18.47 USD,28062.86,49707.68,United States,GB,,
PAY00003888,PAY00003888,ORD0002526,ORD0002526,CUST001431,CUST001431,"January 21, 2020",270622,,5275.18,$,USD,ACH,Wire,TXN0UO4G2H6DLF5,TXN0185469734,Completed,Refunded,Braintree,Stripe,3274,8063,HSBC,Chase,0,0,,,No,No,0.3359,0.3359,€45.77,USD 15.12,USD 5947.93,USD 7102.8,United States,,Auto-processed,
PAY00003889,PAY00003889,ORD0003152,ORD0003152,CUST000425,CUST000425,2022/06/20,,$29229.14,NULL,€,,Credit Card,Credit Card,TXN07SHCTYJJL4R,TXN6901007245,completed,Refunded,Adyen,Square,7706,4162,Chase,BofA,0,,,,False,False,0.18,0.18,$60.08,54.01,45245.38,£2506.87,United States,FR,,
PAY00003890,PAY00003890,ORD0003490,ORD0003490,CUST001982,CUST001982,"August 07, 2022",,€40574.93,24998.84 USD,JPY,EUR,cash,ACH,TXNGDTH2KIXNB57,TXN8517029386,Failed,Failed,Manual,Square,6355,1298,Chase,BofA,0,0,,,No,No,0.3677,0.3677,USD 97.14,€80.16,"$15,284.09",$7972.4,United States,IN,∑ special,
PAY00003891,PAY00003891,NULL,ORD0003479,CUST001114,CUST001114,210222,2023/04/12,N/A,37621.27,GBP,EUR,debit,Wire,TXNVKK8ER5A3VU4,TXN8138373887,pending,Refunded,Authorize.net,PayPal,5010,9489,Barclays,Chase,0,0,,,No,No,0.8545,0.8545,€82.85,USD 22.55,"$37,721.63","$36,256.75",United States of America,IN,<b>note</b>,
PAY00003892,PAY00003892,ORD0000063,ORD0000063,CUST000499,CUST000499,160521,310121,£32727.32,4235.54 USD,USD,EUR,BTC,Wire,TXNE8EF4MMM5UOL,TXN5505988596,refunded,Pending,Braintree,PayPal,7713,6574,N/A,Chase,3895.08,,2020-05-02,2020-05-02,0,0,0.8594,0.8594,95.88,70.1,42679.61,47353.59 USD,USA,DE,Manual review,
PAY00003893,PAY00003893,ORD0003980,ORD0003980,CUST000133,CUST000133,02/02/2021,,$28686.67,30218.14 USD,JPY,EUR,Credit Card,ACH,TXNF3CVXB25N6I2,TXN9242926030,refunded,Completed,stripe,Stripe,3316,4281,Barclays,Chase,0,0,,,false,false,0.9831,0.9831,$37.19,$16.07,€37469.21,49187.6,,FR,∑ special,
PAY00003894,PAY00003894,ORD0003751,ORD0003751,CUST000021,CUST000021,120621,060422,23789.44,8584.4 USD,USD,GBP,cash,PayPal,,TXN6017336151,Completed,Failed,Authorize.net,Stripe,3294,1443,HSBC,,null,£40230.32,2022-01-14,2022-01-14,0,0,0.8955,0.8955,17.06,$69.01,17538.67,€10710.19,United States of America,IN,Auto-processed,
PAY00003895,NULL,ORD0000634,ORD0000634,CUST001980,CUST001980,27-01-2022,07/23/2021,11508.11 USD,"$42,727.18",INR,GBP,paypal,Wire,TXNJQS40LG9RJ9L,TXN0154287535,FAILED,Failed,Stripe,Stripe,6479,3151,,Chase,0,0,,,0,0,0.922,0.922,null,$59.72,USD 19145.49,£9747.98,usa,IN,Flagged,
PAY00003896,PAY00003896,ORD0000409,ORD0000409,CUST001875,CUST001875,03-01-2021,040222,USD 20126.05,$5310.6,GBP,USD,BTC,ACH,TXNDMAR0E8IXVEJ,TXN8993743931,Completed,NaN,Adyen,Square,4978,NaN,Chase,Wells Fargo,0,0,,,False,NaN,0.8883,0.8883,USD 11.14,USD 21.39,30116.03,USD 18514.32,USA,IN,Auto-processed,NULL
PAY00003897,PAY00003897,ORD0002885,ORD0002885,CUST000913,CUST000913,30-03-2020,18-10-2020,32581.05 USD,15499.83 USD,$,GBP,debit,Credit Card,TXN0G8VHRXAKCPZ,TXN7096663014,Pending,Pending,stripe,Square,2603,6847,N/A,BofA,0,0,,,0,0,0.0786,0.0786,18.84,30.18,"$10,011.53",27151.61 USD,United States of America,US,null,
PAY00003898,PAY00003898,ORD0001549,ORD0001549,CUST001041,CUST001041,2021-03-15,111222,20451.68,N/A,$,USD,paypal,Wire,TXNHOX85X69IY9X,TXN0269789363,FAILED,Failed,Square,PayPal,3848,3191,Citi,BofA,0,0,,,No,No,0.0186,0.0186,80.24,,29600.85,9560.18,United States of America,JP,∑ special,
PAY00003899,PAY00003899,ORD0001895,ORD0001895,CUST000522,CUST000522,08/14/2021,null,£14629.02,€22526.93,EUR,NULL,credit_card,PayPal,TXNN9WRB9IFT24W,TXN0409000625,Completed,Completed,Authorize.net,Square,N/A,8603,,Wells Fargo,18.2 USD,€35.22,2022-06-15,2022-06-15,No,No,0.2611,0.2611,23.23 USD,20.65,£44667.42,33376.09,USA,FR,∑ special,NaN
PAY00003900,PAY00003900,ORD0002048,ORD0002048,CUST000368,CUST000368,"January 04, 2021",2021/03/06,27404.09,32796.3,usd,USD,paypal,PayPal,TXNDKW5RPPQBQOJ,TXN3591357990,FAILED,Completed,Square,Square,5404,1504,Citi,Wells Fargo,0,0,,NULL,No,null,0.9954,0.9954,59.55 USD,9.03 USD,2334.51 USD,USD 27920.83,usa,DE,,NULL
PAY00003901,PAY00003901,ORD0000876,ORD0000876,CUST000173,CUST000173,2023-01-24,19-01-2020,USD 43577.93,"$19,031.01",,EUR,wire,Wire,NULL,TXN2395274175,refunded,Completed,Braintree,Square,7167,3862,Citi,BofA,0,0,,,False,null,0.2143,0.2143,NULL,£18.99,€28928.76,48370.92 USD,USA,US,∑ special,
PAY00003902,PAY00003902,,ORD0002838,CUST000813,CUST000813,"May 07, 2022",300420,35275.4,USD 31097.59,usd,USD,BTC,ACH,TXNEB8PF499FT9L,TXN2800109051,FAILED,Refunded,stripe,PayPal,3021,8099,,BofA,0,0,,,false,false,0.2116,0.2116,$76.23,$1.29,USD 14346.19,13679.48,U.S.A,FR,N/A,
PAY00003903,PAY00003903,ORD0001885,ORD0001885,CUST000303,CUST000303,06/02/2022,"July 16, 2023",33395.39,25248.3 USD,USD,USD,PayPal,Wire,TXNGITVPV3D27OS,TXN5269661276,refunded,Refunded,Manual,Stripe,8397,6982,N/A,BofA,0,0,,,false,false,0.1571,0.1571,16.98,£76.76,€16830.28,17459.62,United States,US,<b>note</b>,
PAY00003904,PAY00003904,ORD0002130,null,CUST000524,CUST000524,2022/05/14,2021/07/08,N/A,18532.45,USD,GBP,ACH,Credit Card,TXN9IWVSTR9HRZO,TXN2666818803,chargeback,Completed,Manual,,9638,9347,Citi,Chase,17886.38 USD,USD 15298.89,2021-09-24,2021-09-24,No,No,0.8584,0.8584,USD 93.81,$32.35,€44578.05,39549.84,United States,DE,Flagged,
PAY00003905,PAY00003905,ORD0003719,ORD0003719,CUST000215,CUST000215,null,,31405.81,£25767.3,INR,EUR,PayPal,Wire,TXNFVXKOGQRTPY4,TXN6705489098,chargeback,Failed,STRIPE,PayPal,2682,8950,,Chase,0,0,,,0,0,0.062,0.062,$19.49,NULL,"$17,393.49",46775.46 USD,United States of America,DE,Auto-processed,
PAY00003906,PAY00003906,N/A,ORD0004552,CUST000984,CUST000984,,04/08/2020,46766.63 USD,€2023.62,INR,EUR,debit,N/A,TXNMYQ9AQXZU8UY,TXN0008650358,Completed,Completed,Authorize.net,PayPal,4205,4636,Barclays,Wells Fargo,0,null,,,False,False,0.6176,0.6176,75.52 USD,N/A,"$46,346.69",9939.79,US,GB,,
PAY00003907,PAY00003907,ORD0002823,ORD0002823,CUST001633,CUST001633,06/01/2023,24-10-2022,21677.43 USD,"$3,588.42",usd,EUR,ACH,Wire,TXNZ52PQSAYN2PF,TXN2974008816,Failed,Pending,Square,Square,4527,5963,Barclays,Chase,0,0,NaN,,0,0,0.8235,0.8235,,97.92,£33525.45,33344.28,usa,GB,∑ special,
PAY00003908,PAY00003908,ORD0004777,ORD0004777,CUST000692,CUST000692,"July 02, 2021",2021-04-03,"$7,539.11",£31174.01,INR,EUR,ACH,PayPal,TXNFPHURBQJ1G9L,TXN2818527848,completed,Failed,stripe,PayPal,2875,1573,Chase,BofA,0,0,,,0,0,0.2916,0.2916,£95.05,USD 25.85,47936.35,22938.91,United States of America,JP,∑ special,
PAY00003909,PAY00003909,ORD0003818,ORD0003818,CUST000438,CUST000438,070322,231223,£34925.3,null,$,GBP,credit_card,Wire,TXNH1Q5020S4O5E,TXN7609360859,Refunded,Refunded,Authorize.net,Square,N/A,3824,Barclays,Wells Fargo,0,0,,,NULL,0,0.8752,0.8752,80.05,$34.41,$3520.52,15618.68 USD,United States,,,
PAY00003910,PAY00003910,ORD0002087,ORD0002087,NaN,CUST001964,250623,2023-09-25,$29115.47,44172.34,$,EUR,ACH,ACH,TXN0LT62HEJBF5W,TXN5057238759,chargeback,Failed,Adyen,Square,4993,4053,Citi,Chase,0,0,,,False,False,N/A,N/A,5.27 USD,19.67 USD,"$25,400.54",18199.69,,GB,Flagged,
PAY00003911,PAY00003911,ORD0000065,ORD0000065,,CUST000143,2021/06/30,17-06-2022,TBD,26428.29,GBP,GBP,credit_card,ACH,TXN19MEO4GR73DD,TXN4188224425,Refunded,Failed,Authorize.net,PayPal,N/A,6765,Chase,BofA,20127.2 USD,15790.85,03/24/2021,2021-03-24,No,No,0.4391,0.4391,USD 38.95,64.94,£4309.09,€15202.51,United States,GB,Flagged,
PAY00003912,PAY00003912,ORD0003130,ORD0003130,CUST000080,CUST000080,081221,15-01-2020,42768.1,19091.18,$,GBP,debit,PayPal,TXN2ZZE1343P8BI,TXN2556389890,Failed,Pending,Authorize.net,PayPal,3360,6960,Citi,N/A,0,0,,,false,false,0.8871,0.8871,93.15,47.32,16530.01,£7691.49,United States of America,US,,
PAY00003913,PAY00003913,ORD0002847,ORD0002847,,CUST000424,12-09-2020,"March 30, 2020",USD 34705.28,13050.84,usd,USD,debit,PayPal,TXNRJEEUI7VBRPE,TXN4742644664,refunded,Completed,stripe,PayPal,3960,9390,null,Wells Fargo,24756.66,24253.98,05/07/2021,2021-05-07,No,No,0.8923,0.8923,44.67,-662,36879.71,42368.69 USD,NULL,DE,Auto-processed,
PAY00003914,PAY00003914,ORD0004444,ORD0004444,CUST000145,CUST000145,271120,2020-07-08,5045.1,7026.98,USD,GBP,BTC,Credit Card,TXNL6IQZL6R798T,TXN8665217347,completed,Refunded,STRIPE,Square,9100,1411,Wells Fargo,Chase,0,0,,,N/A,false,0.806,0.806,56.78,86.31,null,$33883.75,USA,GB,Manual review,null
PAY00003915,PAY00003915,ORD0001711,ORD0001711,NULL,CUST000018,10/31/2023,24-06-2023,8152.15,26104.82,EUR,USD,wire,Wire,TXNNKV47TR2CCUX,TXN8535392412,Pending,Pending,Manual,Square,4496,1002,N/A,BofA,0,0,,,False,N/A,0.9281,null,55.42,USD 13.15,39277.27,13781.73,US,JP,,
PAY00003916,PAY00003916,ORD0002005,ORD0002005,CUST000289,CUST000289,08/07/2022,09/13/2023,£27798.26,£47169.2,NULL,GBP,Credit Card,PayPal,TXNXTB1FYVTP546,TXN1288852513,FAILED,Pending,stripe,Square,6361,2937,N/A,BofA,0,0,,,0,0,0.7875,0.7875,£39.78,97.72,USD 6292.11,null,usa,,Auto-processed,
PAY00003917,PAY00003917,ORD0001621,ORD0001621,CUST001121,CUST001121,2021-03-11,27-10-2021,£16393.76,2265.57,USD,EUR,ACH,Credit Card,TXNDGLF94M4YYT8,TXN1787567422,,Failed,Authorize.net,PayPal,hidden,6912,Chase,BofA,0,0,,,False,False,0.0973,0.0973,€31.63,USD 20.04,-236,,United States,DE,N/A,
PAY00003918,PAY00003918,ORD0003938,ORD0003938,CUST000347,CUST000347,2022-02-18,12/04/2022,21479.22 USD,25541.55,INR,EUR,cash,PayPal,TXNVK7AGQX6AMG0,TXN0343660080,Failed,Completed,Square,Square,3632,3260,BofA,Wells Fargo,14291.59,$6478.36,10/09/2022,2022-10-09,False,False,0.499,0.499,70.15,NaN,£32678.29,€31070.28,usa,US,∑ special,
PAY00003919,PAY00003919,ORD0000302,ORD0000302,CUST000759,CUST000759,17-08-2021,2021-10-24,USD 7692.83,5838.66,usd,USD,wire,Wire,TXN6H74YXGUSOZ2,TXN8345265752,failed,Pending,PayPal,PayPal,7444,NaN,Barclays,BofA,0,0,,,No,No,low,low,USD 78.23,$47.29,€23690.33,33552.47 USD,USA,JP,Auto-processed,
PAY00003920,PAY00003920,ORD0004095,ORD0004095,CUST001740,CUST001740,"November 12, 2022",2023/07/06,€13918.18,9143.63,EUR,USD,paypal,Credit Card,TXNLXSCMGRH5MVC,TXN5528021322,pending,Completed,Square,PayPal,3970,7756,N/A,BofA,0,0,,,False,False,0.9865,0.9865,39.3,NaN,43931.64 USD,£34502.45,USA,JP,,
PAY00003921,PAY00003921,ORD0004390,ORD0004390,NULL,CUST001313,140621,2021-11-29,USD 3557.61,12826.02,USD,USD,crypto,,TXNQ29S8IKKL2SG,TXN7894584936,COMPLETED,Refunded,PayPal,PayPal,3533,1227,BofA,BofA,0,0,NaN,,0,0,0.4814,0.4814,$6.37,€77.97,38792.38,€28974.23,USA,US,Flagged,
PAY00003922,PAY00003922,ORD0003988,ORD0003988,CUST000037,CUST000037,2020-09-28,12-04-2023,32333.98,35488.07 USD,null,GBP,debit,PayPal,TXN0Z1RDOGT3QGZ,,Refunded,null,Braintree,PayPal,,6466,Citi,Wells Fargo,0,0,,,False,False,0.883,NaN,$68.47,£75.63,€19657.31,5179.34,U.S.A,GB,<b>note</b>,
PAY00003923,PAY00003923,ORD0001667,ORD0001667,CUST001687,,271221,"May 26, 2022",$42182.2,9558.25 USD,$,GBP,cash,Credit Card,,TXN0621065903,chargeback,Pending,Manual,Stripe,2697,4757,NULL,Chase,0,0,,,0,0,,NaN,4.43,$43.37,£49349.95,€20467.04,usa,DE,∑ special,
PAY00003924,PAY00003924,ORD0000754,ORD0000754,CUST000040,CUST000040,07/15/2023,,15573.46 USD,11747.57,JPY,USD,cash,Wire,TXNXD3WQWHTKT22,TXN7478854429,Failed,Pending,Square,Square,8687,6530,HSBC,BofA,0,0,,,False,False,0.6807,0.6807,14.89 USD,USD 40.08,4752.58,21462.05 USD,US,JP,,
PAY00003925,PAY00003925,ORD0000130,ORD0000130,CUST001797,CUST001797,"February 10, 2021",2021-03-17,USD 31962.57,,EUR,EUR,N/A,Wire,TXNT3WHUDYBZK3X,TXN2554805394,pending,Pending,STRIPE,Stripe,7210,7632,,Chase,0,0,,,0,0,0.4207,0.4207,63.47 USD,£40.07,"$12,144.73",872.38,U.S.A,FR,,
PAY00003926,PAY00003926,ORD0003193,ORD0003193,CUST000181,CUST000181,11/23/2023,"January 25, 2021",USD 4424.31,£10884.62,JPY,N/A,paypal,PayPal,TXNU53536B5BGWZ,TXN3465810019,FAILED,Failed,PayPal,Stripe,3067,3379,,Chase,0,0,,,0,0,low,low,$98.81,57.82,USD 11831.08,8734.02,USA,US,Manual review,
PAY00003927,PAY00003927,ORD0003004,ORD0003004,null,CUST001997,2023/10/05,"November 19, 2023",14045.05,£7727.34,$,NULL,wire,Wire,TXNQMAG82SG1H7C,TXN9010696069,chargeback,Pending,STRIPE,PayPal,2149,2149,Wells Fargo,BofA,0,0,,,No,No,0.2077,0.2077,$73.56,15.01,$31219.96,1391.86,USA,GB,Manual review,
PAY00003928,,ORD0000178,ORD0000178,CUST000397,CUST000397,08/18/2023,28-09-2022,39537.57 USD,USD 13155.08,GBP,USD,credit_card,Credit Card,TXNRUTUQSVZ76P5,TXN1466995780,NaN,Failed,STRIPE,PayPal,1239,2399,Wells Fargo,Chase,0,0,,,false,false,0.9452,0.9452,€8.35,£98.17,£34962.28,"$44,487.53",USA,DE,∑ special,
PAY00002014,PAY00003929,ORD0000723,ORD0000723,CUST001019,NaN,280620,2022-02-09,NULL,5650.35,USD,GBP,ACH,Wire,TXNQ5AX4VXK57EX,TXN8074281219,refunded,,PayPal,Square,3626,5439,,BofA,27496.73,$223.14,null,2020-05-10,false,false,high,high,€16.71,null,,€15823.95,NaN,US,Flagged,NaN
PAY00003930,PAY00003930,ORD0004925,ORD0004925,CUST001608,CUST001608,2023/11/05,24-02-2022,"$25,794.17",£12472.86,EUR,GBP,wire,Credit Card,TXN47WMJNTVUXYF,TXN6071043069,NaN,Completed,Adyen,Square,1920,2313,Citi,Chase,0,0,,NULL,False,False,0.6618,0.6618,7.62,70.36,14989.17,$742.54,United States of America,GB,<b>note</b>,
PAY00003931,PAY00003931,ORD0001347,ORD0001347,CUST000841,CUST000841,"August 28, 2022","February 07, 2022",USD 3822.93,USD 39793.12,€,EUR,wire,null,TXNFJ8CGAKHA9GH,TXN0079547021,Refunded,Refunded,Authorize.net,PayPal,3399,3874,Barclays,BofA,0,0,,,0,0,0.7685,0.7685,93.66,$68.33,€26796.63,€8493.1,United States,GB,∑ special,
PAY00003932,PAY00003932,ORD0004095,ORD0004095,CUST000893,CUST000893,"November 04, 2020",2022/07/26,£18419.73,£5437.91,EUR,EUR,NULL,Wire,TXN0M7X4GG1B2G4,TXN9302627793,NaN,Pending,Adyen,PayPal,7968,1595,Chase,NULL,0,0,,,yes,yes,0.5723,0.5723,$72.04,NULL,£48179.83,USD 31758.06,United States of America,,Manual review,
PAY00003933,PAY00003933,ORD0002236,ORD0002236,CUST000852,CUST000852,120823,050621,$46235.11,8652.88 USD,EUR,GBP,null,ACH,TXNMQTUZVVO82X7,TXN8596494505,chargeback,Failed,Stripe,Stripe,NULL,3861,HSBC,Wells Fargo,0,0,N/A,,0,0,0.7689,0.7689,,€33.13,11786.64,7544.71,usa,US,,
PAY00003934,PAY00003934,ORD0004194,ORD0004194,CUST000879,CUST000879,16-04-2023,061221,USD 43267.92,USD 18652.04,USD,EUR,cash,NaN,TXN85QBG9V6O5FB,,chargeback,Completed,STRIPE,Stripe,9904,1372,Barclays,Wells Fargo,0,0,,,false,false,0.3945,0.3945,$33.78,10.66 USD,25564.83 USD,£45563.42,U.S.A,DE,<b>note</b>,
PAY00003935,PAY00003935,ORD0000765,ORD0000765,CUST000479,CUST000479,"July 11, 2022",2023/01/30,4743.17,11867.06 USD,$,GBP,PayPal,Credit Card,TXN2GPASJY9QKGR,,Completed,Completed,Square,Square,7520,7318,,Wells Fargo,0,,,,false,false,0.295,0.295,81.5 USD,27.23 USD,$8794.5,48756.4,usa,FR,Manual review,
PAY00003936,PAY00003936,ORD0004186,ORD0004186,N/A,CUST001949,2022/06/21,05-05-2020,26276.11,29618.19,INR,null,paypal,Credit Card,TXNN61WN1IXC8HE,TXN7628770766,Refunded,Failed,Braintree,Square,N/A,NULL,Barclays,Wells Fargo,£4671.01,USD 35561.03,2020-06-29,2020-06-29,,No,0.8633,0.8633,56.65 USD,$20.10,£21021.03,$32402.26,U.S.A,IN,<b>note</b>,
